Desulfurization_Liquid_Flow,Desulfurization_Liquid_Temperature,Gas_Inlet_Flow,Gas_Inlet_Pressure,Gas_Inlet_Temperature,H2S_Inlet_Concentration,Rotation_Speed
-0.24664679550724503,-0.025903404632643314,0.070535900073449,0.013591501690072116,-0.028876564538260877,-0.06239286086386181,-0.06479243756175805
-0.02099282359340218,0.04467162586080648,-0.07184635141037964,0.008460714941959019,0.0017511457297231803,-0.07562928201106939,-0.08146581726407816
0.08208468472793606,-0.15074512013002347,-0.10729833449539992,-0.0022675110741818966,0.04548285458521138,0.022248099390513976,0.04388286298569395
0.0888982259663132,-0.07448141398491137,0.06387873694567534,-0.00270318755538404,0.04270834062122815,-0.01677782235338369,0.11584484710414926
-0.017923450842314025,-0.023907746455950903,-0.04727717761647705,0.00016095980188052944,0.0364778566150843,0.047942793552444955,0.018168617265038347
0.09076875170345924,-0.07453140443689106,0.0638561500974121,-0.004537539268213486,0.04219252094492028,-0.01637777987869809,0.11623258513785023
-0.22200173989489877,-0.02417218706244954,0.08206562633221863,0.005027779793202347,-0.018802313842920096,-0.003158640823388928,-0.14406780943867983
0.14642934622018788,-0.11429987190897725,0.07633147864995254,-0.0007317911709846248,0.08884668392263936,0.009488699184758557,0.034358437259165854
0.08467466805622186,-0.10453121270850506,-0.00489158516478396,-0.0030607076125300087,-0.007790548510913461,0.015275430253967404,0.1339418111762628
-0.020753856639934856,-0.047641464038455365,-0.05444074036560697,-0.001997592828638442,0.03204824605574988,0.041295145014810776,0.048953566785752085
0.07593826403720819,-0.10331274550003028,0.0004594915088108886,-0.005730738751342232,-0.004228279252623111,0.017660803443200677,0.13435825021293052
0.08190355780552169,-0.15427569091100496,-0.05386377317762725,-0.0013807307129969915,0.07060878508722591,0.018473947131485195,0.032786902593470967
0.0037306799568207656,0.3001321270464226,0.12742834796775282,-0.004515396180305498,-0.0817764799049927,0.014075797985704495,0.14328385461090137
-0.01877274500981516,-0.013435000169442933,-0.04336983189337265,0.00025417653431181186,0.04480799939843041,0.05243533984781921,0.01954202393282039
-0.021598658539750012,0.03355608552165586,-0.06598465724950921,0.007745510719718862,-0.0021925324383036404,-0.09065320664908545,-0.08569367360694038
0.08669198250785802,-0.16050547903539705,-0.09674596182831524,-0.0026197562688252685,0.04398285289576069,0.01967625585458112,0.04414694163825776
-0.2329024177318376,-0.02485796687809349,0.0796099488923114,0.0024680733034865288,-0.016178175499478926,-0.0052053075701102534,-0.13791808134848801
-0.021008549509556416,0.03749461060819159,-0.07385643693671336,0.008409758578680331,0.0008665466461444671,-0.08027271138513956,-0.08438005853773586
-0.2565270469788279,-0.0032244452892899456,0.08947849851165653,0.01546184143563807,-0.007869771520031968,-0.03397565920556131,-0.08305440696480992
-0.19306144857748123,-0.07727827312728748,0.04976801064354409,0.0013578380252569633,-0.021145674884207124,-0.001938208673136854,-0.17830796678726527
0.09176932307911444,-0.10474920494909469,0.026841082064713882,-0.0050210581047416825,-0.012044869208679141,0.011778454541823063,0.14160704768328292
0.004028950205532206,0.38511391155846497,-0.05365274693193407,0.016350173844338598,0.023215358998862016,0.01599018477745085,-0.38442198002047484
-0.05466944955271126,-0.17613282391260338,0.026646746570159863,-0.0007807557673534735,0.13048760168470008,0.012073738182407652,0.0037875289484196636
0.01631626877242883,-0.028834191461793376,-0.02731741277430964,-9.523361841584643e-05,0.03658866271250359,0.05406752057474274,0.03237895469398711
0.15506754357679015,-0.11984477700769526,0.057293588641689916,-0.0006474612412386005,0.08231881185387074,0.009409273711022155,0.035735852742847594
-0.0254984399831504,-0.05485210076178296,0.004279570969310522,-0.0015768839628203662,0.027640538976584927,0.06045032588393585,0.0493188291622587
-0.03063804093380811,0.05208206773521563,-0.06143350287139215,0.010404341495677047,0.0033535403192631874,-0.0716058197051999,-0.08100782454608406
-0.04831287843221574,0.31878079207753945,-0.0457214181768403,0.012314868299120749,-0.018646702894378787,0.01778622199518297,-0.33859854509032816
-0.034384017878437825,-0.08369323263021726,0.03465910023878393,-0.004236368850613632,0.016994523060815718,0.06601174974497515,0.06219094606939765
0.14190066655078287,-0.09057058293281525,0.09736435086060007,-0.001080453110862134,0.1156505159065868,0.01227465222020853,0.036992637841837386
-0.22178665788187185,-0.025413474925636177,0.08143412145907114,0.0020460581773174003,-0.017575404493613406,-0.003734207705973567,-0.14357638134847447
-0.021454233575218515,0.04446515433082885,-0.07015157996206357,0.008289336697111842,0.001311870836403689,-0.07698600140413203,-0.08144568998934774
0.07737265506184704,0.055706708277712104,-0.08219824001141599,0.008228449850784816,-0.003968923016610629,-0.08330472595349202,-0.08419221127052784
0.08374063783411947,-0.10717968075410542,-0.03585319801235796,-0.0018730636811542566,-0.001542521647454359,0.019183529234362704,0.12481891128248372
-0.04935733413428946,-0.10575882635872082,-0.054706327092411085,-0.0003812981248986491,-0.005564763822196827,0.02606107979754415,0.05251511928826041
-0.2231072668395124,-0.033308667612560176,0.07862467704294727,0.010459763556334165,-0.020790471372430966,-0.00354142777737515,-0.1486838268217281
0.0061172540118128085,0.20853560583266492,0.026944550199531625,-0.004120902199047621,-0.2461510510655273,0.014326488840557122,0.015648388297614984
-0.020173638393770676,0.041516783018522775,-0.07990083029439904,0.008812694877393432,0.002925184060233843,-0.07278657512182618,-0.0829346235782943
0.0831342843716553,-0.10393123520769773,0.01735675954228563,-0.003822627823588609,-0.01089767125599842,0.012868780225017284,0.13847926063392627
-0.19491491655167367,-0.07570112131200378,0.04972135416105462,0.004779063651631055,-0.01929496371079953,-0.002755605129294987,-0.17559992012796596
0.09711328300473429,-0.07421070528680704,0.04858272584080142,-0.005439547601508582,0.04101984912341028,-0.02005399979909862,0.115164506834317
-0.022248216240878155,-0.10876805868984257,-0.06420698026181854,-0.0011268618415515852,-0.0156785504761675,0.024166687002310498,0.045489330779161584
0.002304147853351257,0.3586936014904394,0.1559259249153727,-0.003315168393872202,-0.013202863351784397,-0.004092661221545674,-0.08036296294518588
0.14093782061052768,-0.11419486187978967,0.06277491872164512,-0.0007006269250551811,0.09663133176090737,0.010607459831998166,0.034403546825144085
-0.024080880133181493,-0.14654664497553885,-0.10643599007819864,-0.002617817958323221,0.044447066733738626,0.026366822274565556,0.0334593372739049
